id,status,scope,type,severity,file,start_line,end_line,summary,patch_path,preview_path,campaign,original_hash,reviewer_notes,decided_at,applied_at,apply_error
MEAT-0615,applied,localized,spoken-transition,low,books/symbolic-language/audio/03-signs-and-similitudes.adoc,156,156,Bridge from signs into similitudes.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0615.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0615.md,P6-C001,01511529cb2f6090,,2026-07-11T18:24:37+00:00,2026-07-11T18:26:46+00:00,
MEAT-0616,applied,localized,spoken-transition,low,books/symbolic-language/audio/05-gospel.adoc,367,367,Make Gospel section title an audible conclusion cue.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0616.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0616.md,P6-C001,3057da566fe87e98,,2026-07-11T18:24:39+00:00,2026-07-11T18:26:46+00:00,
MEAT-0617,applied,localized,spoken-transition,low,books/symbolic-language/audio/06-knowing-faith-love-and-belief.adoc,38,38,Replace bare “Love” section title with a spoken cue.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0617.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0617.md,P6-C001,cb91f7cf110cc9ac,,2026-07-11T18:24:40+00:00,2026-07-11T18:26:46+00:00,
MEAT-0618,applied,localized,spoken-transition,low,books/symbolic-language/audio/06-knowing-faith-love-and-belief.adoc,204,204,Bridge from Love into Knowing.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0618.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0618.md,P6-C001,46ae0ba3e141ec1d,,2026-07-11T18:24:41+00:00,2026-07-11T18:26:46+00:00,
MEAT-0619,applied,localized,spoken-transition,low,books/symbolic-language/audio/06-knowing-faith-love-and-belief.adoc,266,266,Add sequence language before Faith.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0619.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0619.md,P6-C001,74758990caeabed7,,2026-07-11T18:24:43+00:00,2026-07-11T18:26:46+00:00,
MEAT-0620,applied,localized,spoken-transition,low,books/symbolic-language/audio/06-knowing-faith-love-and-belief.adoc,328,332,Mark Belief as the final term in the chapter sequence.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0620.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0620.md,P6-C001,7726509fe8185a61,,2026-07-11T18:24:45+00:00,2026-07-11T18:26:46+00:00,
MEAT-0621,applied,localized,spoken-transition,medium,books/symbolic-language/audio/09-the-disciple.adoc,33,33,Make The Gates section a spoken argument cue.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0621.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0621.md,P6-C001,7a8e5349ac6da3da,,2026-07-11T18:24:50+00:00,2026-07-11T18:26:46+00:00,
MEAT-0622,applied,localized,spoken-transition,medium,books/symbolic-language/audio/10-the-seal.adoc,32,32,Bridge into the first Seal section.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0622.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0622.md,P6-C001,0e23509252cda2ec,,2026-07-11T18:24:51+00:00,2026-07-11T18:26:46+00:00,
MEAT-0623,applied,localized,unclear-pronoun,low,books/symbolic-language/audio/11-the-coin.adoc,137,137,Replace unclear “it” before the fish coin scene.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0623.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0623.md,P6-C001,98a35630eaabc232,,2026-07-11T18:24:53+00:00,2026-07-11T18:26:46+00:00,
MEAT-0624,applied,localized,spoken-transition,low,books/symbolic-language/audio/15-the-remnant.adoc,39,39,Turn Remnant count heading into spoken sequence cue.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0624.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0624.md,P6-C001,e5ac46ecf67ee991,,2026-07-11T18:24:54+00:00,2026-07-11T18:26:46+00:00,
MEAT-0625,applied,localized,spoken-transition,medium,books/symbolic-language/audio/15-the-remnant.adoc,78,78,Clarify why Elijah’s seven thousand matters in Remnant.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0625.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0625.md,P6-C001,01224882af04e8af,,2026-07-11T18:24:55+00:00,2026-07-11T18:26:46+00:00,
MEAT-0626,applied,localized,spoken-transition,medium,books/symbolic-language/audio/16-heaven-and-hell.adoc,29,29,Make Heaven/Hell opening section self-explanatory.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0626.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0626.md,P6-C001,011b6d85517cc88b,,2026-07-11T18:24:59+00:00,2026-07-11T18:26:46+00:00,
MEAT-0627,applied,localized,audio-sync,medium,books/symbolic-language/audio/24-path-to-salvation.adoc,15,15,Carry the recent “twin” cleanup into the audio script.,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/patches/MEAT-0627.diff,books/symbolic-language/editorial-review/2026-07-11-phase-6-audio-flow-audit/previews/MEAT-0627.md,P6-C001,57ac524bd44e2b00,,2026-07-11T18:23:38+00:00,2026-07-11T18:26:46+00:00,
