id,status,scope,type,severity,file,start_line,end_line,summary,patch_path,preview_path,campaign,original_hash,reviewer_notes,decided_at,applied_at,apply_error
MEAT-0015,rejected,localized,tone-register,medium,books/symbolic-language/11-marriage-and-divorce.adoc,183,183,Replace casual 'paperwork'.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0015.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0015.md,C001,62a4061e4d4caead,,2026-07-10T05:03:39+00:00,,
MEAT-0016,applied,localized,ai-sounding-staging,medium,books/symbolic-language/12-wings.adoc,21,21,Cut self-justifying chapter meta-comment.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0016.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0016.md,C001,57f61d4ddbfc199b,,2026-07-10T05:03:53+00:00,2026-07-10T05:32:36+00:00,
MEAT-0017,applied,localized,ai-sounding-staging,medium,books/symbolic-language/13-orphans-widows-and-the-fatherless.adoc,32,32,Replace clipped stage cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0017.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0017.md,C001,7f875539fbcba8e6,,2026-07-10T05:04:00+00:00,2026-07-10T05:32:36+00:00,
MEAT-0018,applied,localized,bad-metaphor,medium,books/symbolic-language/13-orphans-widows-and-the-fatherless.adoc,108,108,Replace casual metaphor with direct theological term.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0018.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0018.md,C001,83272a1b8169d0bc,,2026-07-10T05:04:07+00:00,2026-07-10T05:32:36+00:00,
MEAT-0019,applied,localized,ai-sounding-staging,medium,books/symbolic-language/14-the-remnant.adoc,88,88,Remove 'Now watch' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0019.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0019.md,C001,8a64c992bb102f8c,,2026-07-10T05:04:29+00:00,2026-07-10T05:32:36+00:00,
MEAT-0020,applied,localized,ai-sounding-staging,medium,books/symbolic-language/14-the-remnant.adoc,189,189,Remove direct reading instruction.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0020.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0020.md,C001,2a97dcdda061a842,,2026-07-10T05:10:18+00:00,2026-07-10T05:32:36+00:00,
MEAT-0021,applied,localized,factual-math,high,books/symbolic-language/14-the-remnant.adoc,332,332,Clarify denominator in remnant ratio.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0021.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0021.md,C004,f046b1defa7edea1,accept but need to replace spelled out numbers with numberals | processed: revised proposal to use numerals,2026-07-10T05:30:17+00:00,2026-07-10T05:32:36+00:00,
MEAT-0022,applied,localized,ai-sounding-staging,medium,books/symbolic-language/16-shadow.adoc,42,42,Replace 'Now watch' transition.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0022.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0022.md,C001,bf404d4b2f47f1df,,2026-07-10T05:12:48+00:00,2026-07-10T05:32:36+00:00,
MEAT-0023,applied,localized,tone-register,medium,books/symbolic-language/17-justice-and-judgment.adoc,162,162,Replace modern résumé metaphor.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0023.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0023.md,C001,ad74cc202323f300,,2026-07-10T05:13:01+00:00,2026-07-10T05:32:36+00:00,
MEAT-0024,needs-rewrite,localized,bad-metaphor,medium,books/symbolic-language/18-liberty.adoc,32,32,Replace market metaphor in slavery image.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0024.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0024.md,C001,a7c54582a238f18c,"this statement is not quite true, market forces can end slavery as fundamentally all human interaction is market forces.. so we need to rethink this section | processed: local patch is too absolute; rethink liberty/slavery mechanism",2026-07-10T05:30:17+00:00,,
MEAT-0025,rejected,localized,tone-register,medium,books/symbolic-language/18-liberty.adoc,144,144,Replace modern sales idiom.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0025.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0025.md,C001,d7f7a20e558224a3,,2026-07-10T05:15:25+00:00,,
MEAT-0026,applied,localized,ai-sounding-staging,medium,books/symbolic-language/19-the-fool-and-the-wise.adoc,52,52,Replace 'Hold that' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0026.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0026.md,C001,d6b0450f921374ec,,2026-07-10T05:15:32+00:00,2026-07-10T05:32:36+00:00,
MEAT-0027,applied,localized,ai-sounding-staging,low,books/symbolic-language/22-the-fear-of-the-lord.adoc,101,101,Replace imperative setup.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0027.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0027.md,C001,fb4ff6b05831bc4c,,2026-07-10T05:15:41+00:00,2026-07-10T05:32:36+00:00,
MEAT-0028,applied,localized,grammar,low,books/symbolic-language/23-path-to-salvation.adoc,23,23,Add comma between independent clauses.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0028.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0028.md,C004,91304ad4a2db8967,,2026-07-10T05:15:57+00:00,2026-07-10T05:32:36+00:00,
MEAT-0029,applied,localized,tone-register,medium,books/symbolic-language/23-path-to-salvation.adoc,87,87,Replace 'aka' and smooth syntax.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0029.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0029.md,C004,b7d371e31aa2cfd3,,2026-07-10T05:16:14+00:00,2026-07-10T05:32:36+00:00,
MEAT-0030,applied,localized,tone-register,medium,books/symbolic-language/23-path-to-salvation.adoc,126,126,Remove lone exclamation point.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0030.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0030.md,C004,a6d1026d75eee244,,2026-07-10T05:16:22+00:00,2026-07-10T05:32:36+00:00,
MEAT-0031,applied,localized,grammar,low,books/symbolic-language/23-path-to-salvation.adoc,128,128,Hyphenate compound modifier.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0031.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0031.md,C004,1a425be3016236fd,,2026-07-10T05:16:30+00:00,2026-07-10T05:33:23+00:00,
MEAT-0032,applied,localized,grammar,low,books/symbolic-language/23-path-to-salvation.adoc,132,132,Normalize capitalization in list item.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0032.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0032.md,C004,31094aacf23a8d14,,2026-07-10T05:16:36+00:00,2026-07-10T05:32:36+00:00,
MEAT-0033,applied,localized,grammar,high,books/symbolic-language/23-path-to-salvation.adoc,135,135,Fix 'prophecies' used as a verb.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0033.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0033.md,C004,ff8607d90c790752,,2026-07-10T05:16:44+00:00,2026-07-10T05:33:23+00:00,
MEAT-0034,applied,localized,readability,medium,books/symbolic-language/23-path-to-salvation.adoc,172,172,Smooth awkward definition of Christian.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0034.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0034.md,C004,cf267feb3104f482,,2026-07-10T05:17:08+00:00,2026-07-10T05:32:36+00:00,
MEAT-0035,applied,localized,ai-sounding-staging,medium,books/symbolic-language/23-path-to-salvation.adoc,253,253,Remove chapter self-summary phrasing.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0035.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0035.md,C004,5d51b66e7deafdbb,,2026-07-10T05:17:20+00:00,2026-07-10T05:32:36+00:00,
MEAT-0036,applied,localized,grammar,medium,books/symbolic-language/23-path-to-salvation.adoc,265,265,Fix agreement and tighten sentence.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0036.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0036.md,C004,269c35f5941adad5,,2026-07-10T05:17:38+00:00,2026-07-10T05:32:36+00:00,
MEAT-0037,applied,localized,grammar,low,books/symbolic-language/23-path-to-salvation.adoc,267,267,Add commas for readability.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0037.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0037.md,C004,f8f171ad7f405953,,2026-07-10T05:17:56+00:00,2026-07-10T05:33:23+00:00,
MEAT-0038,applied,localized,grammar,medium,books/symbolic-language/23-path-to-salvation.adoc,278,278,Fix comma and pronoun clarity.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0038.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0038.md,C004,48a84d616c875282,,2026-07-10T05:18:09+00:00,2026-07-10T05:32:36+00:00,
MEAT-0039,applied,localized,ai-sounding-staging,medium,books/symbolic-language/24-what-is-the-point.adoc,109,109,Replace 'Now mark' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0039.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0039.md,C001,db31416c1f150cd3,,2026-07-10T05:18:30+00:00,2026-07-10T05:32:37+00:00,
MEAT-0040,applied,localized,ai-sounding-staging,medium,books/symbolic-language/24-what-is-the-point.adoc,123,123,Replace imperative transition.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0040.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0040.md,C001,e0c988580b9b600b,,2026-07-10T05:18:38+00:00,2026-07-10T05:32:37+00:00,
MEAT-0041,applied,localized,ai-sounding-staging,medium,books/symbolic-language/25-spoken-once-heard-twice.adoc,110,110,Remove meta-comment about argument strategy.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0041.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0041.md,C001,bce18aadfb2589a4,,2026-07-10T05:18:56+00:00,2026-07-10T05:32:37+00:00,
MEAT-0042,applied,localized,ai-sounding-staging,medium,books/symbolic-language/27-behold-the-hand.adoc,27,27,Replace 'Hold that' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0042.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0042.md,C001,34341e363520b295,,2026-07-10T05:19:02+00:00,2026-07-10T05:32:37+00:00,
MEAT-0043,applied,localized,ai-sounding-staging,medium,books/symbolic-language/27-behold-the-hand.adoc,77,77,Replace imperative setup.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0043.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0043.md,C001,5be09be1b3603498,,2026-07-10T05:19:03+00:00,2026-07-10T05:32:37+00:00,
MEAT-0044,applied,localized,ai-sounding-staging,low,books/symbolic-language/27-behold-the-hand.adoc,96,96,Replace direct command with statement.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0044.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0044.md,C001,f6ff06d94f6a3cf3,,2026-07-10T05:19:10+00:00,2026-07-10T05:32:37+00:00,
MEAT-0045,applied,localized,ai-sounding-staging,medium,books/symbolic-language/28-sun-moon-and-stars.adoc,125,125,Replace 'Hold that' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0045.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0045.md,C001,03118d94e45c007d,,2026-07-10T05:19:36+00:00,2026-07-10T05:32:37+00:00,
MEAT-0046,applied,localized,ai-sounding-staging,low,books/symbolic-language/28-sun-moon-and-stars.adoc,144,144,Replace imperative setup.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0046.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0046.md,C001,8491bcbde4c03e96,,2026-07-10T05:19:55+00:00,2026-07-10T05:32:37+00:00,
MEAT-0047,applied,localized,ai-sounding-staging,medium,books/symbolic-language/29-lucifers-declared-plan.adoc,56,56,Replace 'Hold that' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0047.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0047.md,C001,16ca0b60010c94ff,,2026-07-10T05:20:02+00:00,2026-07-10T05:32:37+00:00,
MEAT-0048,applied,localized,tone-register,low,books/symbolic-language/29-lucifers-declared-plan.adoc,76,76,Replace modern 'load-bearing'.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0048.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0048.md,C001,73695a17c9ea523e,,2026-07-10T05:20:25+00:00,2026-07-10T05:32:37+00:00,
MEAT-0049,applied,localized,ai-sounding-staging,medium,books/symbolic-language/30-the-pearl.adoc,186,186,Replace imperative transition.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0049.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0049.md,C001,05d8025f9145782f,,2026-07-10T05:21:21+00:00,2026-07-10T05:32:37+00:00,
MEAT-0050,applied,localized,ai-sounding-staging,medium,books/symbolic-language/31-the-sabbath.adoc,98,98,Replace stacked stage commands.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0050.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0050.md,C001,4b75de63ebd14b77,,2026-07-10T05:21:24+00:00,2026-07-10T05:32:37+00:00,
MEAT-0051,applied,localized,bad-metaphor,low,books/symbolic-language/34-the-fall-of-babylon.adoc,142,142,Remove decorative 'mid-note'.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0051.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0051.md,C001,df48bdce8843d351,,2026-07-10T05:21:43+00:00,2026-07-10T05:32:37+00:00,
MEAT-0052,applied,localized,ai-sounding-staging,medium,books/symbolic-language/37-the-moment.adoc,112,112,Replace imperative setup.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0052.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0052.md,C001,91c7a860a83cd614,,2026-07-10T05:21:52+00:00,2026-07-10T05:32:37+00:00,
MEAT-0053,applied,localized,tone-register,medium,books/symbolic-language/38-mountain.adoc,186,186,Replace lens metaphor and title self-reference.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0053.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0053.md,C001,7825f975a5115edf,,2026-07-10T05:22:42+00:00,2026-07-10T05:32:37+00:00,
MEAT-0054,rejected,localized,tone-register,medium,books/symbolic-language/38-mountain.adoc,212,212,Replace modern 'bunker'.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0054.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0054.md,C001,35257ed94a58cd51,,2026-07-10T05:23:00+00:00,,
MEAT-0055,applied,localized,ai-sounding-staging,low,books/symbolic-language/38-mountain.adoc,254,254,Soften emphatic meta-claim.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0055.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0055.md,C001,a15218963cabee0f,,2026-07-10T05:23:17+00:00,2026-07-10T05:32:37+00:00,
MEAT-0056,applied,localized,tone-register,medium,books/symbolic-language/39-sea-and-waters.adoc,18,18,Replace first-person roadmap and casual 'fluff'.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0056.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0056.md,C001,d591dc1fbbe79ca3,,2026-07-10T05:23:38+00:00,2026-07-10T05:32:37+00:00,
MEAT-0057,applied,localized,ai-sounding-staging,medium,books/symbolic-language/39-sea-and-waters.adoc,130,130,Replace 'keep that in mind' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0057.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0057.md,C001,1c66ad609683f2a2,,2026-07-10T05:23:46+00:00,2026-07-10T05:32:37+00:00,
MEAT-0058,applied,localized,ai-sounding-staging,medium,books/symbolic-language/39-sea-and-waters.adoc,132,132,Replace 'Now watch' cue.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0058.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0058.md,C001,3c33d4f49b7eb9c5,,2026-07-10T05:23:54+00:00,2026-07-10T05:33:23+00:00,
MEAT-0059,applied,localized,ai-sounding-staging,medium,books/symbolic-language/39-sea-and-waters.adoc,466,466,Replace direct reading instruction.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0059.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0059.md,C001,12b409bd4de1b202,,2026-07-10T05:24:11+00:00,2026-07-10T05:32:37+00:00,
MEAT-0060,applied,localized,ai-sounding-staging,low,books/symbolic-language/40-trees.adoc,99,99,Smooth fragmentary roadmap.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0060.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0060.md,C001,72c3b06dce40c927,,2026-07-10T05:24:25+00:00,2026-07-10T05:32:37+00:00,
MEAT-0061,applied,localized,ai-sounding-staging,low,books/symbolic-language/43-the-bow.adoc,28,28,Replace grand hinge metaphor.,books/symbolic-language/editorial-review/2026-07-09-initial-audit/patches/MEAT-0061.diff,books/symbolic-language/editorial-review/2026-07-09-initial-audit/previews/MEAT-0061.md,C001,a75593a39ddc62de,,2026-07-10T05:24:31+00:00,2026-07-10T05:32:37+00:00,
MEAT-C001,accepted,systematic,campaign,medium,,,,AI Cadence And Register,,books/symbolic-language/editorial-review/2026-07-09-initial-audit/campaigns/c001-ai-cadence-and-register.md,C001,,,2026-07-10T05:25:03+00:00,,
MEAT-C002,accepted,systematic,campaign,medium,,,,Antithesis And Epigram Thinning,,books/symbolic-language/editorial-review/2026-07-09-initial-audit/campaigns/c002-antithesis-and-epigram-thinning.md,C002,,,2026-07-10T05:25:18+00:00,,
MEAT-C003,accepted,systematic,campaign,medium,,,,Prevalence Table Sourcing,,books/symbolic-language/editorial-review/2026-07-09-initial-audit/campaigns/c003-prevalence-table-sourcing.md,C003,,"tables with estimated percentages should be sourced as ""AI estimates by Claud / Grok / GPT"" etc.... | processed: campaign instructions updated with AI-estimate source-note pattern",2026-07-10T05:30:32+00:00,,
MEAT-C004,accepted,systematic,campaign,medium,,,,Readability Grammar And Factual Checks,,books/symbolic-language/editorial-review/2026-07-09-initial-audit/campaigns/c004-readability-grammar-and-factual-checks.md,C004,,,2026-07-10T05:27:00+00:00,,
MEAT-C005,accepted,systematic,campaign,medium,,,,Long Sentence Triage,,books/symbolic-language/editorial-review/2026-07-09-initial-audit/campaigns/c005-long-sentence-triage.md,C005,,,2026-07-10T05:27:11+00:00,,
