id,status,scope,type,severity,file,start_line,end_line,summary,patch_path,preview_path,campaign,original_hash,reviewer_notes,decided_at,applied_at,apply_error
MEAT-0111,applied,localized,presenter-tone,medium,books/symbolic-language/28-sun-moon-and-stars.adoc,226,226,Replace Mark-cue with the actual image logic.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0111.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0111.md,P2-C001,d149f5842a8bcf7d,,2026-07-10T06:02:17+00:00,2026-07-10T16:47:12+00:00,
MEAT-0112,applied,localized,long-sentence,medium,books/symbolic-language/01-introduction.adoc,22,22,Split a long introductory sentence into three steps.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0112.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0112.md,P2-C005,bc700ce3a5a5a094,,2026-07-10T06:02:45+00:00,2026-07-10T16:47:12+00:00,
MEAT-0113,applied,localized,long-sentence,medium,books/symbolic-language/02-the-parables-of-the-kingdom.adoc,282,282,Split the pearl derivation into smaller claims.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0113.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0113.md,P2-C005,c84e3578939ef0d6,,2026-07-10T06:03:09+00:00,2026-07-10T16:47:12+00:00,
MEAT-0114,applied,localized,long-sentence,medium,books/symbolic-language/11-marriage-and-divorce.adoc,205,205,Split Hosea remarriage sentence at the quotation boundary.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0114.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0114.md,P2-C005,88ee4553629f8030,,2026-07-10T06:03:18+00:00,2026-07-10T16:47:12+00:00,
MEAT-0115,applied,localized,long-sentence,medium,books/symbolic-language/15-heaven-and-hell.adoc,187,187,Split the rich man and Lazarus sentence.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0115.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0115.md,P2-C005,f7792be582d8f68b,,2026-07-10T06:03:31+00:00,2026-07-10T16:47:12+00:00,
MEAT-0116,applied,localized,long-sentence,medium,books/symbolic-language/42-garments.adoc,198,198,Split and rephrase the light/lightness clarification without a leading But.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0116.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0116.md,P2-C005,27324cdf7ae0a0f9,should sentences start with But? | needs rephrased without leading But on a sentence... | APPLIED: Rephrased per reviewer note to avoid starting the second sentence with But.,2026-07-10T16:46:58+00:00,2026-07-10T16:46:58+00:00,
MEAT-0117,applied,localized,block-quote-divider,medium,books/symbolic-language/34-the-fall-of-babylon.adoc,68,78,Promote Revelation 12:4 as a scripture block divider.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0117.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0117.md,P2-C006,05d6183ccf013520,DIVIDER REVIEW: Prefer a block-quote rewrite over the current plain paragraph split. Best candidate is the Revelation 12:4 tail quote at the hinge; keep it short because Revelation 17 and Revelation 18 quote blocks are nearby. Do not block quote the whole citation chain. | APPLIED: Rewrote as a short Revelation 12:4 block quote divider instead of the original plain paragraph split.,2026-07-10T06:13:24Z,2026-07-10T06:19:07Z,
MEAT-0118,applied,localized,run-on-paragraph,medium,books/symbolic-language/31-the-sabbath.adoc,113,117,Break long paragraph beginning 'There is one reckoning in which nothing breaks.' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0118.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0118.md,P2-C006,eae9224ad20cdeeb,DIVIDER REVIEW: Keep paragraph break. No scripture quote is available here; the break cleanly separates setup from arithmetic consequence.,2026-07-10T06:04:38+00:00,2026-07-10T06:18:18+00:00,
MEAT-0119,applied,localized,run-on-paragraph,medium,books/symbolic-language/35-daniel-unsealed.adoc,67,73,Break long paragraph beginning 'The plural ending makes the seven at least double — and a complete cy...' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0119.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0119.md,P2-C006,78a0c9a2f79e60e4,"DIVIDER REVIEW: Keep paragraph break. Isaiah 37:30 / 2 Kings 20:5 are short inline supports, and Daniel 9 quote blocks sit close above and below.",2026-07-10T06:05:01+00:00,2026-07-10T06:18:18+00:00,
MEAT-0120,applied,localized,run-on-paragraph,medium,books/symbolic-language/32-time-tested-tradition.adoc,42,49,"Break long paragraph beginning 'When that testimony is put on the stand, weigh what it actually brings.' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0120.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0120.md,P2-C006,61ad2c5eb779dcdb,DIVIDER REVIEW: Keep paragraph break. No scripture quote; the break after “So the argument runs backwards” is the natural visual turn.,2026-07-10T06:05:09+00:00,2026-07-10T06:18:18+00:00,
MEAT-0121,applied,localized,run-on-paragraph,medium,books/symbolic-language/32-time-tested-tradition.adoc,35,40,Break long paragraph beginning 'He said it to the very leadership whose successors fixed the calendar...' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0121.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0121.md,P2-C006,f064c8cc361205a7,DIVIDER REVIEW: Keep paragraph break. John 8:44 is already block-quoted immediately above; another block quote would crowd this witness-evaluation passage.,2026-07-10T06:05:23+00:00,2026-07-10T06:18:18+00:00,
MEAT-0122,applied,localized,run-on-paragraph,medium,books/symbolic-language/06-knowing-faith-love-and-belief.adoc,205,212,"Break long paragraph beginning 'The four words converge, then, on one act — and keep four distinct of...' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0122.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0122.md,P2-C006,c88450841fd2e6ff,"this may be better organized as a bullet list, you are breaking an arbitary point in a set | DIVIDER REVIEW: Keep paragraph break. This is a four-term synthesis; block-quoting one proof would over-weight it. A list would be the only broader alternative.",2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0123,applied,localized,run-on-paragraph,medium,books/symbolic-language/08-the-name.adoc,201,203,"Break long paragraph beginning '__“Temptation”__ translates a Greek word that means the _proving_, an...' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0123.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0123.md,P2-C006,b8f5e9ca64f5c051,seems there is a runon sentence not runon paragarph... review closer. | DIVIDER REVIEW: Keep paragraph break. Luke 22:31-32 is already block-quoted immediately after; the James/Genesis/Deuteronomy chain works better inline.,2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0124,applied,localized,run-on-paragraph,medium,books/symbolic-language/08-the-name.adoc,261,265,Break long paragraph beginning 'To be __“called by thy name”__ is to be sym:sym-marriage[married] — t...' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0124.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0124.md,P2-C006,e5510addb0989354,DIVIDER REVIEW: Keep paragraph break. Isaiah 4:1 already carries the visual quote block; this split lands at the interpretive turn.,2026-07-10T06:07:51+00:00,2026-07-10T06:18:19+00:00,
MEAT-0125,applied,localized,run-on-paragraph,medium,books/symbolic-language/15-heaven-and-hell.adoc,173,179,"Break long paragraph beginning 'The grave surrenders its dead; then the grave itself — with death, it...' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0125.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0125.md,P2-C006,f77bd9699067167b,"DIVIDER REVIEW: Keep paragraph break. Revelation 20:13-14 is already block-quoted just above, and Obadiah 16 is too short to justify another block.",2026-07-10T06:08:01+00:00,2026-07-10T06:18:19+00:00,
MEAT-0126,applied,localized,run-on-paragraph,medium,books/symbolic-language/34-the-fall-of-babylon.adoc,80,86,Break long paragraph beginning 'The rod that comes back is not bare wood.' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0126.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0126.md,P2-C006,c69de7d24e955e8b,"DIVIDER REVIEW: Keep paragraph break. Numbers 17:8 is a tempting block quote, but the next section already has two block quotes close by; a simple break is less choppy.",2026-07-10T06:08:06+00:00,2026-07-10T06:18:19+00:00,
MEAT-0127,applied,localized,run-on-paragraph,medium,books/symbolic-language/37-the-moment.adoc,131,138,"Break long paragraph beginning 'Return, then, to the queen who claimed she would never be a widow.' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0127.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0127.md,P2-C006,b3c20118bc82dd7b,"DIVIDER REVIEW: Keep paragraph break. Isaiah 47:9 is already the chapter epigraph/opening block quote, so repeating it as a block here would be too loud.",2026-07-10T06:08:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0128,applied,localized,run-on-paragraph,medium,books/symbolic-language/15-heaven-and-hell.adoc,64,68,"Break long paragraph beginning 'The city descends, and the tabernacle — heaven's authority touching e...' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0128.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0128.md,P2-C006,dd564c2030936dcd,DIVIDER REVIEW: Keep paragraph break. Revelation 21:2-3 is already block-quoted immediately above; the paragraph split handles the interpretive shift.,2026-07-10T06:08:31+00:00,2026-07-10T06:18:19+00:00,
MEAT-0129,applied,localized,run-on-paragraph,medium,books/symbolic-language/47-the-other-white-meat.adoc,57,64,Break long paragraph beginning 'The Hebrew Matthewfootnote:fn46hg[The Hebrew Matthew cited throughout...' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0129.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0129.md,P2-C006,912c426cb346d385,DIVIDER REVIEW: Keep paragraph break. Matthew 7:6 is block-quoted just above and Isaiah/Mark blocks follow soon after; another block would crowd the page.,2026-07-10T06:08:38+00:00,2026-07-10T06:18:19+00:00,
MEAT-0130,applied,localized,run-on-paragraph,low,books/symbolic-language/30-the-pearl.adoc,141,144,"Break long paragraph beginning 'Wisdom's poem reads the same way, line by line.' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0130.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0130.md,P2-C006,9081e6f4eab47123,"4 sentences is a normal paragraph, we should consider if a block quote of scripture is a better natural divider | DIVIDER REVIEW: Keep paragraph break. Proverbs 3:18-20 could be blocked in isolation, but it sits between Song 6 and Revelation 21 quote blocks.",2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0131,applied,localized,run-on-paragraph,medium,books/symbolic-language/47-the-other-white-meat.adoc,26,31,Break long paragraph beginning 'Moses' _because_ is the definition: the visible sign is not merely in...' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0131.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0131.md,P2-C006,a88e34623fbc30e6,"DIVIDER REVIEW: Keep paragraph break. Deuteronomy 14:8 already supplies the block quote; the candidate paragraph is interpretation, not a new quote moment.",2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0132,applied,localized,run-on-paragraph,medium,books/symbolic-language/06-knowing-faith-love-and-belief.adoc,181,186,Break long paragraph beginning 'Evidence is a thing produced and examined — faith is the *seen* membe...' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0132.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0132.md,P2-C006,cf3107657d7f833f,DIVIDER REVIEW: Keep paragraph break. Hebrews 11:1 is already block-quoted just above; the split separates definition from examples.,2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0133,applied,localized,run-on-paragraph,low,books/symbolic-language/37-the-moment.adoc,112,116,Break long paragraph beginning 'What changes hands in that moment is not what the devil was holding.' into two paragraphs.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0133.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0133.md,P2-C006,ff02b4827859bb28,DIVIDER REVIEW: Keep paragraph break. The paired 1 Corinthians/Revelation quotes need inline comparison; block-quoting one would weaken the pairing.,2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0134,applied,localized,run-on-paragraph,medium,books/symbolic-language/17-justice-and-judgment.adoc,113,118,"Break long paragraph beginning 'English has drifted on this word in one more direction, and testing i...' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0134.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0134.md,P2-C006,d19a565ff618e67c,"DIVIDER REVIEW: Keep paragraph break. 1 Samuel 8 is a possible block candidate, but Matthew 23 and Ezekiel 20 blocks bracket it too tightly.",2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0135,applied,localized,run-on-paragraph,low,books/symbolic-language/03-signs-and-similitudes.adoc,125,129,"Break long paragraph beginning 'The New Testament ratifies the method instance after instance, in so...' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0135.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0135.md,P2-C006,2c72f28cd18747a4,"DIVIDER REVIEW: Keep paragraph break. This is a compact method roundup, with Hosea already above and Luke 24 block-quoted immediately after.",2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0136,applied,localized,run-on-paragraph,medium,books/symbolic-language/34-the-fall-of-babylon.adoc,144,149,"Break long paragraph beginning 'Jesus put this very sign into His disciples' mouths, twice.' into two paragraphs.",books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0136.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0136.md,P2-C006,11a4f470b4f94e3d,DIVIDER REVIEW: Keep paragraph break. Mark 11/Luke 17 are important but follow two strong Babylon quote blocks; another block would over-chop the section.,2026-07-10T06:18:18+00:00,2026-07-10T06:18:19+00:00,
MEAT-0137,rejected,localized,source-note,medium,books/symbolic-language/04-sign-of-jonah.adoc,24,34,Superseded: centralize Claude estimate note after 'How the sign of Jonah is usually taught'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0137.md,P2-C003,d34a4ab02dcdf502,"the note should be fine print, or foot note not body text | SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0138,rejected,localized,source-note,medium,books/symbolic-language/04-sign-of-jonah.adoc,61,70,Superseded: centralize Claude estimate note after 'How “the heart of the earth” is usually read (Matt. 12:40)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0138.md,P2-C003,00406f31f3fc50cf,"should be fine print, foot note, not body | SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0139,rejected,localized,source-note,medium,books/symbolic-language/19-the-fool-and-the-wise.adoc,100,110,Superseded: centralize Claude estimate note after 'How the “oil” is usually read (ten virgins)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0139.md,P2-C003,e86f0282240e05d3,"fine print, not body, potential footnote | SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0140,rejected,localized,source-note,medium,books/symbolic-language/38-mountain.adoc,85,94,Superseded: centralize Claude estimate note after 'How the “mountain” is usually read (Rev. 8:8)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0140.md,P2-C003,d5baf1e34bcac8c9,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0141,rejected,localized,source-note,medium,books/symbolic-language/38-mountain.adoc,123,134,Superseded: centralize Claude estimate note after 'How the “mountain” Jesus moves is usually read'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0141.md,P2-C003,9a74e010158d13eb,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0142,rejected,localized,source-note,medium,books/symbolic-language/38-mountain.adoc,147,156,Superseded: centralize Claude estimate note after 'How the “mountains” are usually read (Ps. 46)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0142.md,P2-C003,94a2657dbd504811,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0143,rejected,localized,source-note,medium,books/symbolic-language/39-sea-and-waters.adoc,89,98,Superseded: centralize Claude estimate note after 'How the “sea and waves roaring” is usually read (Luke 21:25)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0143.md,P2-C003,b2410f494c0739a9,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0144,rejected,localized,source-note,medium,books/symbolic-language/39-sea-and-waters.adoc,276,285,Superseded: centralize Claude estimate note after 'How the witnesses’ power is usually read (Rev. 11:6)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0144.md,P2-C003,9f5e3f10b3da1dd3,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0145,rejected,localized,source-note,medium,books/symbolic-language/39-sea-and-waters.adoc,417,426,Superseded: centralize Claude estimate note after 'How the stilling of the storm is usually taught (Mark 4:39)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0145.md,P2-C003,c20e663751156d2c,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0146,rejected,localized,source-note,medium,books/symbolic-language/39-sea-and-waters.adoc,530,539,Superseded: centralize Claude estimate note after 'How “no more sea” is usually read (Rev. 21:1)'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0146.md,P2-C003,f633721d6c133ff7,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0147,rejected,localized,source-note,medium,books/symbolic-language/44-jacob-israel-and-ephraim.adoc,22,31,Superseded: centralize Claude estimate note after 'How Jacob’s change to Israel is usually read'.,,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0147.md,P2-C003,66358d3019010b9b,"SUPERSEDED: Replaced by centralized How-to-use prevalence-table note (MEAT-0150); no local table note, to avoid repetition and page growth.",2026-07-10T15:50:04+00:00,,
MEAT-0148,applied,localized,content-emphasis,medium,books/symbolic-language/10-the-coin.adoc,227,228,Emphasize the Coin chapter's original 666 contribution.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0148.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0148.md,P2-C007,957b1153dfdc5f24,,2026-07-10T05:59:30+00:00,2026-07-10T05:59:30+00:00,
MEAT-0149,applied,localized,cross-reference,medium,books/symbolic-language/14-the-remnant.adoc,337,338,Tie the Remnant convergence back to the Coin chapter's 666 census frame.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0149.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0149.md,P2-C007,b295ef7353654ac1,,2026-07-10T05:59:30+00:00,2026-07-10T05:59:30+00:00,
MEAT-0150,applied,localized,method-note,medium,books/symbolic-language/00-how-to-use.adoc,9,30,Centralize prevalence-table estimate method in How-to-use while reducing page pressure.,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/patches/MEAT-0150.diff,books/symbolic-language/editorial-review/2026-07-10-phase-2-audit/previews/MEAT-0150.md,P2-C003,15e897107d2653fe,APPLIED: Replaces repeated per-table estimate notes with one compact How-to-use method note; body word count changed by -57 words.,2026-07-10T16:10:00+00:00,2026-07-10T16:10:00+00:00,
